id,name,publisher_id,country_id,year_began,year_ended,is_surrogate,notes,url
3850,Cross Border Media,8721,56,NULL,NULL,0,NULL,NULL
3851,Sam Kieth / Wizard Press,2576,225,1995,NULL,0,NULL,NULL
3852,Niezależna Prasa,6077,173,1999,2006,0,NULL,NULL
3853,American Guidance Service Inc.,9118,225,NULL,NULL,0,NULL,NULL
3854,Fun Parade Inc.,76,225,1942,1960,0,420 DeSoto Ave St. Louis MO. Editorial executive and advertising offices at 1860 Broadway New York NY,NULL
3855,Malibu Comics Entertainment Inc.,824,225,1995,NULL,0,NULL,NULL
3856,Chalk Outline Studios,9122,225,1999,1999,0,NULL,NULL
3857,Sunrise Times,3402,225,1944,1945,0,NULL,NULL
3858,Harper & Row Publishers,1171,225,1962,1990,0,NULL,NULL
3859,Creator's Edge Press,7366,225,NULL,NULL,0,NULL,NULL
3860,Super Genius,525,225,2013,NULL,0,Full indicia publisher: Super Genius an imprint of Papercutz,http://www.supergeniuscomics.com/
3861,Amigo Comics,9096,65,2012,NULL,0,NULL,http://amigocomics.com/
3862,Northwest Press,5065,225,2007,NULL,0,NULL,NULL
3863,Omnibus Publishing Company,2142,225,1978,1978,0,NULL,NULL
3864,Deux Press,9131,225,2007,2010,0,NULL,NULL
3865,Patric Lewandowski,9127,225,2003,2003,0,NULL,NULL
3866,Uitgeverij Amor Vincit Omnia,5318,159,1996,NULL,0,NULL,NULL
3867,Kim-Rehr Productions,9128,225,2004,2004,0,NULL,NULL
3868,Gail Hilson,138,225,1945,1945,0,NULL,NULL
3869,Accent! Comics,6712,225,1995,1996,0,NULL,NULL
3870,Satyr Play Productions,8485,225,1997,NULL,0,NULL,http://www.satyrplayproductions.com/
3871,Mad Badger Studios,9133,225,1997,NULL,0,Small furry publisher. Primarily his own stuff.,NULL
3872,St. Martin's Griffin,685,225,NULL,NULL,0,NULL,NULL
3873,Substance Comics,5686,225,1994,1994,0,NULL,NULL
3874,Front Forlag,9136,160,NULL,NULL,0,NULL,NULL
3875,Thunder's Mouth Press,9135,225,1993,1993,0,NULL,NULL
3876,ai'lai Q Productions L.L.C.,9137,225,1999,NULL,0,NULL,NULL
3877,Alternate Reality Media,9139,225,2007,NULL,0,NULL,NULL
3878,Succedd Comics Ltd.,6504,225,1993,1993,0,NULL,NULL
3879,Brave New Words,635,225,1990,1992,0,NULL,NULL
3880,Patchwork Press,782,225,1994,1996,0,NULL,NULL
3881,Macao Books / Karlheinz Borchert,9141,54,1985,1991,0,NULL,NULL
3882,Non-Pareil Publishing Co.,78,225,1945,1965,0,NULL,NULL
3883,A First Salvo,4545,225,2008,NULL,0,NULL,NULL
3884,Snyder Inkworks,5967,225,1990,1990,0,NULL,NULL
3885,Real Free Press Int.,6677,159,NULL,NULL,0,NULL,NULL
3886,Stichting Rotown Magic,9078,159,NULL,NULL,0,NULL,NULL
3887,Stichting RTK,9077,159,NULL,NULL,0,NULL,NULL
3888,Hodder Dargaud Ltd.,3225,75,NULL,NULL,0,NULL,https://www.hodder.co.uk/
3889,Fleetway Publications Ltd.,4578,75,NULL,NULL,0,Strictly not an indicia publisher for AP but rather for its successor IPC. However as the breaking points between AP and IPC in some cases remain to be documented having this as the indicia publisher will be helpful in finding the break.,NULL
3890,Ladida Books,9146,173,2007,NULL,0,NULL,NULL
3891,Illustrated Features Corp.,2044,225,NULL,NULL,0,NULL,NULL
3892,Chanting Monks Studio,3592,225,2000,2004,0,NULL,NULL
3893,Approved Publications,2023,14,1950,1955,0,Two companies in Australia used the name Approved Publications: Cleland and Magazine Management. It is not known if the double use is accidental or if there is a relationship between the two (for example Magazine Management could have acquired Approved Publications or deliberately reused the name). The two publishers have no series or features in common.,NULL
3894,Stache Publishing,9130,225,2013,NULL,0,NULL,NULL
3895,CRATS Art Productions,9129,225,2014,NULL,0,NULL,NULL
3896,Serienverlag Frank Märtins,9151,54,1950,1950,0,NULL,NULL
3897,Ray R. Hermann,181,225,1945,1945,0,For a short period in 1945 paper allotments were available to individuals as a reward for government service.  Thus a number of former Rural Home titles were issued with individual's names as the publishing agent.,NULL
3898,The Standard Publishing Company,4223,225,1942,1947,0,Dates are years for publication of comics.,NULL
3899,Dragon Lady Comic Shop,513,36,NULL,NULL,0,NULL,NULL
3900,Sky Comics,777,225,1993,1994,0,NULL,NULL
3901,Tundra Publishing [UK] Ltd.,719,75,NULL,NULL,0,NULL,NULL
3902,Top Cow Productions Inc. and Gareb Shamus Enterprises Inc. DBA Wizard Press,819,225,1995,NULL,0,NULL,NULL
3903,Action Comics Pty. Ltd.,7489,14,1947,1960,0,NULL,NULL
3904,Magnum Entertainment Products,418,36,1980,1980,0,Uses Buffalo NY post office box.,NULL
3905,Giant Ass Publishing,4126,225,1991,1995,0,NULL,NULL
3906,Pioneer Entertainment (USA) LP,3604,225,1997,1997,0,NULL,NULL
3907,Modern Magazines Pty. Ltd.,8029,14,1957,1958,0,Located at 19 Bridge Street. This address (Scottish House 17-19 Bridge Street) is also used by Elmsdale Publications Pty. Ltd. (c. 1948-1955) and Rosnock Pty. Ltd (c. 1950-1953). There is no known association between the companies.,NULL
3908,Egmont Nordic Comics,2105,160,NULL,NULL,0,NULL,NULL
3909,Pinpoint Produkties B.V.,9161,159,NULL,NULL,0,NULL,NULL
3910,CD Comics,2764,225,2000,2001,0,NULL,NULL
3911,Joe Chiapetta,1024,225,1996,2000,0,NULL,http://joechiappetta.blogspot.com/
3912,Archie Publications Pty. Ltd.,7489,14,1958,1962,0,This publisher operated variously at 14 Bond Street Sydney; 153 Walker Street North Sydney; 31 Cunningham St Sydney; and 150 Phillip St Sydney.,NULL
3913,Arpad Publishing Inc.,657,225,NULL,NULL,0,NULL,NULL
3914,Maverick Publications Inc.,4531,225,1971,NULL,0,NULL,NULL
3915,Hell Comics,1985,225,1971,1971,0,NULL,NULL
3916,Windy City Publications,9167,225,NULL,NULL,0,NULL,NULL
3917,FIL Entertejmęt,9165,173,2000,2000,0,NULL,NULL
3918,ZinBed Productions,9168,159,1990,1992,0,NULL,NULL
3919,Graphic Stories Guild,9143,225,1974,1978,0,NULL,NULL
3920,Fool's Gold Press,4538,225,2007,NULL,0,NULL,NULL
3921,Dragon Seed Productions,9174,225,1977,1977,0,NULL,NULL
3922,Connaître Chott,8771,72,2010,NULL,0,NULL,NULL
3923,Hallmark Cards Inc.,1887,225,2000,NULL,0,NULL,http://www.hallmark.com/
3924,Penguin Books,587,225,NULL,NULL,0,NULL,NULL
3925,The Judson Press,9176,225,1969,NULL,0,NULL,NULL
3926,Legacy Comics,6082,225,1990,1991,0,NULL,NULL
3927,Stanley Publications Inc,252,225,1965,1972,0,NULL,NULL
3928,Red Forest,9179,225,2014,2014,0,NULL,NULL
3929,Publish or Perish Productions,7105,159,NULL,NULL,0,NULL,NULL
3930,Hart,9180,225,1990,1990,0,NULL,NULL
3931,Archaia,2547,225,2013,NULL,0,NULL,NULL
3932,Red Giant Entertainment,9183,225,2014,NULL,0,NULL,NULL
3933,Nijgh & van Ditmar,8676,159,NULL,NULL,0,NULL,NULL
3934,Uitgeverij XTRA,4643,159,2005,NULL,0,NULL,NULL
3935,Uitgeverij Catullus,4041,159,NULL,NULL,0,NULL,NULL
3936,Strip2000 B.V.,7694,159,2012,NULL,0,NULL,NULL
3937,Sky-Dog Custom Comics,2474,225,2002,2002,0,NULL,http://www.skydogcomics.com/custom.html
3938,Uitgeverij de Prom,9186,159,2000,2000,0,NULL,NULL
3939,Oog & Blik en De Bezige Bij,7064,159,NULL,NULL,0,NULL,NULL
3940,Uitgeverij Contact,5311,159,NULL,NULL,0,NULL,NULL
3941,Klub Miłośników Komiksu,9187,173,NULL,NULL,0,NULL,NULL
3942,Uitgeverij Dupuis NV,3361,20,NULL,NULL,0,NULL,NULL
3943,Automatic Publishing,9188,225,NULL,NULL,0,NULL,NULL
3944,Parallelallee,9193,54,2013,NULL,0,NULL,NULL
3945,"Wydawnictwo ""Sport i Turystyka""",9196,173,1953,1986,0,NULL,NULL
3946,Borgerhoff & Lamberigts nv,9197,20,NULL,NULL,0,NULL,NULL
3947,A Supergraphics Publication,9154,225,1970,1972,0,NULL,NULL
3948,Vraoum,9192,54,NULL,NULL,0,NULL,http://vraoum.eu/
3949,Mark Connery,5742,36,1991,NULL,0,NULL,NULL
3950,Mark,5742,36,1991,NULL,0,NULL,NULL
3951,RW Uitgeverij,8497,159,NULL,NULL,0,NULL,http://www.rwuitgeverij.nl/
3952,Sherpa,3365,159,NULL,NULL,0,NULL,NULL
3953,Vlaamse Onafhankelijke Stripgilde Uitgeverij,7565,20,NULL,NULL,0,NULL,NULL
3954,Marvel Comics,865,225,1987,2006,0,NULL,http://www.marvel.com/
3955,Elsewhere Productions,3481,225,1987,1987,0,NULL,NULL
3956,Fourth Dimension,8796,36,2013,NULL,0,NULL,NULL
3957,Elliot Publishing Co. Inc.,3402,225,1944,1944,0,NULL,NULL
3958,Houtekiet; De Harmonie,9204,20,NULL,NULL,0,NULL,NULL
3959,Scholastic Press,1118,225,NULL,NULL,0,Imprint of Scholastic,NULL
3960,Cross Cult,5011,54,NULL,NULL,0,NULL,NULL
3961,Crestwood Publications,2022,14,1950,1955,0,The address of Crestwood Publications is 15 Park Street Sydney. This address is shared for a period of time with Frew Publications Pty Limited; Tricho Publications Pty. Ltd.; and Blue Diamond Publishing Co. Comics published by Crestwood include promotions for Phantom merchandise.,NULL
3962,Fairway Publications Pty. Ltd.,8741,14,1955,1955,0,NULL,NULL
3963,Greendale Publishing Company,8741,14,1955,1955,0,NULL,NULL
3964,Whitestone Publications Inc.,8309,225,NULL,NULL,0,NULL,NULL
3965,Egmont Publishing,2105,160,NULL,NULL,0,NULL,NULL
3966,Malibu Comics Entertainment Inc.,4788,225,1994,NULL,0,NULL,NULL
3967,Studio 407,9208,225,2006,NULL,0,NULL,NULL
3968,HarperCollinsEntertainment,7316,75,NULL,NULL,0,Address:77-85 Fulham Palace RoadLondon W6 8JB,http://www.fireandwater.com/
3969,Zone 5300/Stichting Rotown Magic,9078,159,NULL,NULL,0,NULL,NULL
3970,Chronicle Books LLC,3211,225,NULL,NULL,0,NULL,http://www.chroniclebooks.com/
3971,Canongate Books Ltd.,8761,75,NULL,NULL,0,NULL,NULL
3972,General Book Distributors,8214,75,NULL,NULL,0,NULL,NULL
3973,Splitter,829,54,NULL,NULL,0,NULL,NULL
3974,Ultimate Creations Inc.,5699,225,1996,NULL,0,NULL,NULL
3975,Image Comics,9218,225,1993,NULL,0,NULL,http://www.imagecomics.com/
3976,Harris Publications Inc.,6125,225,1995,NULL,0,NULL,NULL
3977,Marvel Entertainment Group Inc.,1133,225,1995,NULL,0,NULL,http://www.marvel.com/
3978,Shakespeare Head Press Pty. Ltd.,5327,14,1946,1992,0,Shakespeare Head Press published comics from approximately 1953 to 1959.,NULL
3979,Stichting Sherpa,3365,159,NULL,NULL,0,NULL,http://www.sherpa.nu/
3980,V.O. Stripgilde vzw,7565,20,NULL,NULL,0,NULL,NULL
3981,Malibu Comics Entertainment Inc.,9219,225,1993,NULL,0,NULL,NULL
3982,Dark Horse Comics; Wizard: The Guide to Comics,2505,225,1995,NULL,0,NULL,NULL
3983,Strip2000,7694,159,2010,NULL,0,NULL,NULL
3984,Find-IT Media B.V.,9233,159,NULL,NULL,0,NULL,NULL
3985,Silvester,4835,159,NULL,NULL,0,Gevestigd in 's Hertogenbosch.,NULL
3986,"RSW ""Prasa-Książka-Ruch"" Młodzieżowa Agencja Wydawnicza",9238,173,NULL,NULL,0,NULL,NULL
3987,Egmont Publishing AS,2105,160,NULL,NULL,0,NULL,NULL
3988,The New Press,1119,225,1992,NULL,0,NULL,http://www.thenewpress.com/
3989,Uitgeverij Oogachtend,7450,20,NULL,NULL,0,NULL,http://www.oogachtend.be/
3990,Infotex NV,3368,20,NULL,NULL,0,Adresgegevens:Forelstraat 229000 Gent,NULL
3991,Pied Piper Press Inc.,532,225,NULL,NULL,0,NULL,NULL
3992,M.v.D. Publicaties,9083,159,1992,1995,0,Adresgegevens:Gevers van Endegeeststraat 58265 ZE Kampen,NULL
3993,Uitgeverij Comic Watch,9255,159,1993,NULL,0,NULL,NULL
3994,Chaos! Comics,2673,225,1995,NULL,0,NULL,NULL
3995,Uitgeverij Bonte,5946,20,NULL,NULL,0,Adresgegevens:Heidelbergstraat 38200 Brugge,http://www.bonte.be/
3996,Cyberosia Publishing,4267,225,2002,NULL,0,NULL,NULL
3997,Wandering Star Press,545,225,1986,1986,0,NULL,NULL
3998,WCG Comics,697,225,1994,1994,0,NULL,NULL
3999,Massive Comics Group,3945,225,1991,1992,0,NULL,NULL
4000,Straw Dog Comics,3430,225,1997,1997,0,NULL,NULL
4001,Editorial Mango S.A. de C.V.,8484,150,1994,NULL,0,NULL,http://www.toukanmango.com/index.php/revistas-digitales/historietas
4002,Editorial Toukán S.A. de C.V.,8484,150,1996,NULL,0,NULL,NULL
4003,Dog Soup,3436,225,1992,1995,0,NULL,NULL
4004,Side Show Comics,3437,225,1991,1991,0,NULL,NULL
4005,Brown Study Comics,3429,225,1994,1994,0,NULL,NULL
4006,Lohman Hills Press,1817,225,1995,1996,0,NULL,NULL
4007,Monolith Graphix,6633,225,1994,1995,0,NULL,NULL
4008,Mezzanine,7164,20,NULL,NULL,0,NULL,NULL
4009,Go-Go Comics,6067,225,1991,1991,0,NULL,NULL
4010,Det norske misjonsselskap,9262,160,NULL,NULL,0,NULL,NULL
4011,Forlagshuset,8101,160,NULL,NULL,0,NULL,NULL
4012,Kristen Ungdom A/S,9263,160,NULL,NULL,0,NULL,NULL
4013,vom Baur / Simon GbR,9267,54,2006,NULL,0,NULL,NULL
4014,artworx,3156,36,1985,1986,0,NULL,NULL
4015,Trigon Comics,3007,75,1985,1986,0,NULL,NULL
4016,Rainbow Pockets,9271,159,NULL,NULL,0,NULL,NULL
4017,Graufeld Verlag,7971,54,2014,NULL,0,NULL,NULL
4018,Holco-Publications B.V.,4061,159,NULL,NULL,0,NULL,NULL
4019,Ernst G. Mortensen bok- og bladforlag,1579,160,NULL,NULL,0,NULL,NULL
4020,Astral Comics,3242,225,1981,1981,0,NULL,NULL
4021,Top Cow Productions and Gareb Shamus Enterprises Inc.,3123,225,NULL,NULL,0,NULL,NULL
4022,Tru Studios,2828,225,1986,1989,0,NULL,NULL
4023,Prelude Graphics,2054,225,1986,1986,0,NULL,NULL
4024,Bible Pictures Inc. Ltd.,9276,75,1946,1950,0,Bible Pictures Inc. Ltd.East St. OadbyLeicester England,NULL
4025,Silver Snail Comics Ltd.,2755,36,1986,1986,0,NULL,NULL
4026,Malmberg b.v.,7220,159,NULL,NULL,0,Gevestigd in Den Bosch.,NULL
4027,Uitgeverij Kippenvel,5083,159,NULL,NULL,0,Adresgegevens:Reigerstraat 63161TN Rhoon,NULL
4028,Barbara Stok,9277,159,NULL,NULL,0,Adresgegevens:Postbus 10129701BA Groningen,http://home.planet.nl/~barbaraal
4029,Crestwood Publications Inc.,102,225,NULL,NULL,0,NULL,NULL
4030,Harris Publications Inc. and Top Cow Productions Inc.,3299,225,2003,2005,0,NULL,NULL
4031,Epicenter Comics,9182,225,2014,NULL,0,NULL,NULL
4032,Newspaper Enterprise Association Inc.,9285,225,1902,NULL,0,NULL,NULL
4033,L. L. Publishing Company Inc.,169,225,NULL,NULL,0,NULL,NULL
4034,Boxtree,3488,75,1998,1998,0,NULL,NULL
4035,Panini Verlags GmbH,5905,159,NULL,NULL,0,Duitse Panini-dochteronderneming maar gevestigd in Nederland in Tegelen.,NULL
4036,Limelight Publishing Inc.,1816,225,1998,NULL,0,NULL,http://limepub.com/
4037,Stories Layout & Press Inc.,8419,225,1977,NULL,0,NULL,NULL
4038,Nederlandse Vereniging voor Vrijwillige Euthanasie,9289,159,NULL,NULL,0,NULL,NULL
4039,Nederlandse Vereniging voor een Vrijwillig Levenseinde,9289,159,NULL,NULL,0,NULL,NULL
4040,Leyland Publications,4931,225,1987,NULL,0,NULL,http://www.leylandpublications.com/
4041,Top Sellers Ltd.,8214,75,NULL,NULL,0,NULL,NULL
4042,NVVE,9289,159,2013,NULL,0,NULL,NULL
4043,Comel Verlag,8460,54,NULL,NULL,0,NULL,NULL
4044,M & H Publications,313,225,1967,1970,0,NULL,NULL
4045,Daredevil Publishers Inc.,77,225,NULL,NULL,0,NULL,NULL
4046,"Societe d""edition Pilote",7901,72,1959,NULL,0,NULL,NULL
4047,Country Press Inc.,88,225,NULL,NULL,0,NULL,NULL
4048,Gráficas Estella S.A.,9046,65,NULL,NULL,0,NULL,NULL
4049,Editorial Vilmar,7187,65,NULL,NULL,0,NULL,NULL
4050,Kosmos Uitgevers B.V.,9305,159,NULL,NULL,0,NULL,NULL
4051,Vince Suzukawa,9306,225,2004,NULL,0,NULL,NULL
4052,Song and Dance Enterprises,9307,225,2001,NULL,0,NULL,NULL
4053,Uitgevers Don Lawrence Collection,4037,159,2013,NULL,0,Adresgegevens:Postbus 41914900 CD Oosterhout,http://www.donlawrencecollection.nl/
4054,Pictorial Media Inc.,4190,225,1951,1951,0,NULL,NULL
4055,Celtic Book Company,8058,225,1986,1986,0,NULL,NULL
4056,Strottman Marketing Inc,9246,225,1988,1989,0,Strottman Marketing Inc. Irvine CA,NULL
4057,Pastor Olav Bruknapp,9318,160,NULL,NULL,0,NULL,NULL
4058,Archival Photography,634,225,1990,1990,0,NULL,NULL
4059,Hethke-Verlag,3489,54,NULL,NULL,0,NULL,NULL
4060,Tim Gaedke,9268,54,2013,NULL,0,NULL,NULL
4061,Sequential Matinee,9323,225,2006,NULL,0,NULL,http://www.sequentialmatinee.com/
4062,Starving Artist Press,9325,225,1996,1996,0,NULL,NULL
4063,Eigenverlag,9329,54,NULL,NULL,0,NULL,NULL
4064,Lightning Comics and Gareb Shamus Enterprises Inc. DBA Wizard Press,9212,225,1996,1996,0,NULL,NULL
4065,Big Bang Comics and Gareb Shamus Enterprises Inc. DBA Wizard Press,819,225,1996,1996,0,NULL,NULL
4066,France Sud Publications,7439,72,1976,1979,0,NULL,NULL
4067,Plan A Uitgevers,9333,159,NULL,NULL,0,NULL,NULL
4068,Abstract Studio and Gareb Shamus Enterprises Inc. DBA Wizard Press,9211,225,1996,1996,0,NULL,NULL
4069,Trump Inc.,1820,225,1957,1957,0,NULL,NULL
4070,Action Planet Inc.,2849,225,1999,1999,0,NULL,NULL
4071,Brahless Comics,5071,225,1997,1997,0,NULL,NULL
4072,The Comic Times Inc.,468,225,NULL,NULL,0,NULL,NULL
4073,Sirius Entertainment and Gareb Shamus Enterprises Inc. DBA Wizard Press,2672,225,1996,1997,0,NULL,NULL
4075,Event Comics and Gareb Shamus Enterprises Inc. DBA Wizard Press,2676,225,1996,1996,0,NULL,NULL
4076,Asema Kustannus,9336,67,2000,NULL,0,NULL,NULL
4077,Crusade Comics and Gareb Shamus Enterprises Inc. DBA Wizard Press,7765,225,1996,1996,0,NULL,NULL
4078,Softquest,8034,225,1983,1983,0,NULL,NULL
4079,Satire Publications Inc.,3582,225,1958,NULL,0,NULL,NULL
4080,Dark Horse Comics and Gareb Shamus Enterprises Inc. DBA Wizard Press,2505,225,1996,1997,0,NULL,NULL
4081,Top Cow Productions and Gareb Shamus Enterprises Inc. DBA Wizard Press,3123,225,1996,1997,0,NULL,NULL
4082,E. P. Dutton & Co. Inc.,7239,225,1928,1976,0,NULL,NULL
4083,Ventil Verlag UG (haftungsbeschränkt) & Co. KG; Jungle World Verlags GmbH,9340,54,NULL,NULL,0,NULL,NULL
4084,Maximum Press and Gareb Shamus Enterprises Inc. DBA Wizard Press,6076,225,1997,1997,0,NULL,NULL
4085,WildStorm Productions and Gareb Shamus Enterprises Inc. DBA Wizard Press,819,225,1997,1997,0,NULL,NULL
4086,Marvel Comics and Gareb Shamus Enterprises Inc. DBA Wizard Press,1133,225,1997,1997,0,NULL,NULL
4087,Kobold bv,9278,159,NULL,NULL,0,Adresgegevens:Woudrustlaan 31Hensbroek,NULL
4088,Comicfix,9347,225,2014,NULL,0,NULL,NULL
4089,Presse-Verlag-Zug AG,6922,40,NULL,NULL,0,NULL,NULL
4090,Verlags Presse Zürich,6922,40,NULL,NULL,0,NULL,NULL
4091,GrayHaven Comics,9330,225,2013,2013,0,NULL,NULL
4092,Atlas World Press Review,9353,225,1976,1978,0,NULL,NULL
4093,Graphic Features Inc.,359,225,NULL,NULL,0,NULL,NULL
4094,Nicotat Comics,2110,225,1987,1996,0,NULL,NULL
4095,DreamWalker Press,4250,225,1995,NULL,0,NULL,NULL
4096,Gospel Publishing House,9357,225,2011,NULL,0,NULL,http://gospelpublishing.com/
4097,The LEGO Group,9028,225,NULL,NULL,0,NULL,http://www.lego.com/
4098,I Box Publishing,2532,225,1994,NULL,0,NULL,NULL
4099,Vonk/Uitgevers B.V. voor Het Stripschap Nederlands Centrum voor Belangstellenden in Strips,8256,159,NULL,NULL,0,NULL,NULL
4100,Lebowski Publishers,7300,159,NULL,NULL,0,NULL,http://www.lebowskipublishers.nl/
4101,Ballon Media nv,5820,20,NULL,NULL,0,NULL,NULL
4102,M. C. Gaines,2126,225,1942,1942,0,NULL,NULL
4103,Uitgeverij Podium,4790,159,NULL,NULL,0,Adresgegevens:Vossiusstraat 31017 AB Amsterdam,http://uitgeverijpodium.nl/
4104,Stichting Uitgeverij Stripstift,8256,159,NULL,NULL,0,NULL,NULL
4105,TreeGarden Comix,9223,159,NULL,NULL,0,NULL,NULL
4106,Stichting To The Point,9370,159,1992,1994,0,Adresgegevens:Kinkerstraat 20HS1053DV Amsterdam,NULL
4107,Microcosm Publishing,5675,225,1996,NULL,0,NULL,http://microcosmpublishing.com/
4108,Amurol Products Company,3719,225,NULL,NULL,0,NULL,NULL
4109,Andor Publishing Company Inc.,9371,225,NULL,NULL,0,NULL,NULL
4110,Pelikaanpers,7587,159,NULL,NULL,0,NULL,http://www.pelikaanpers.nl/
4111,Uitgeverij Het paard van Troje,7805,159,NULL,NULL,0,Adresgegevens:Goes,http://www.paardvantroje.nl/
4112,The Print Mint,374,225,1968,NULL,0,NULL,NULL
4113,Tops Magazine Inc.,77,225,1949,1949,0,NULL,NULL
4114,Blue Plaque Publications and Carl Gafford,8822,225,NULL,NULL,0,NULL,NULL
4115,Uitgeverij Yendor,3367,159,NULL,NULL,0,Adresgegevens:Postbus 425153600 DA Rotterdam,NULL
4116,NV VGI voor Het Stripschap,8256,159,NULL,NULL,0,NULL,NULL
4117,Uitgeverij Blue Circle,6204,159,NULL,NULL,0,Gevestigd in Amsterdam.,NULL
4118,Tolkemitt Verlag,453,54,NULL,NULL,0,NULL,NULL
4119,Thespa Uitgeverij voor Het Stripschap,8256,159,NULL,NULL,0,NULL,NULL
4120,Hatter Entertainment,9375,225,NULL,NULL,0,NULL,http://www.hatterentertainment.com/
4121,Robin Snyder and Steve Ditko,3150,225,NULL,NULL,0,NULL,NULL
4122,Editions Pierre Mouchot,9379,72,1946,NULL,0,NULL,NULL
4123,Communicatiedienst VDAB,9369,20,NULL,NULL,0,NULL,NULL
4124,Stip Media,9378,159,NULL,NULL,0,NULL,NULL
4125,Rob Geertsen en Hanne Dewachter,9157,20,NULL,NULL,0,NULL,NULL
4126,Power Publishing Company,3401,225,1953,1953,0,NULL,NULL
4127,Melksteen VZW,9366,20,NULL,NULL,0,NULL,NULL
4128,Avery Hill Publishing,9384,75,2012,NULL,0,NULL,NULL
4129,John-Paul Kamath,9385,75,NULL,NULL,0,NULL,NULL
4130,Rob Geertsen Hanne Dewachter Michiel Desmet en Carlijn Hertoghs,9157,20,2014,NULL,0,NULL,NULL
4131,Rotbuch Verlag Berlin,7094,54,NULL,NULL,0,NULL,NULL
4132,Savoy Books Ltd.,4811,75,NULL,NULL,0,NULL,NULL
4133,James Van Hise,9388,225,1974,1982,0,NULL,NULL
4134,Feest Comics,677,54,1990,1994,0,NULL,NULL
4135,Tintentrinker Verlag GmbH,9390,54,2014,NULL,0,NULL,NULL
4136,Christoph Links Verlag GmbH,9389,54,NULL,NULL,0,NULL,NULL
4137,Aller Press,1209,189,NULL,NULL,0,Publisher's office situated in Hälsingborg.,NULL
4138,Invincible Press,7962,14,1944,1962,0,NULL,NULL
4139,Breeze vzw,5656,20,NULL,NULL,0,Adresgegevens:Kammenstraat 412000 Antwerpen,NULL
4140,Broken Halos,5710,225,1997,NULL,0,NULL,http://www.brokenhalos.com/
4142,Wydawnictwo I...S,9396,173,1991,1991,0,NULL,NULL
4143,Logos International,1584,225,1971,1974,0,NULL,NULL
4144,Galaxy Comics,2453,225,NULL,NULL,0,NULL,NULL
4145,Bries,5656,20,NULL,NULL,0,NULL,NULL
4146,Affiliated Publications Inc.,9410,171,NULL,NULL,0,NULL,NULL
4147,Uitgeverij Scherlei,9412,159,2004,2004,0,Adresgegevens:Kantoorgracht 152611 PE Delft,NULL
4148,Studio Hondius,9411,159,NULL,NULL,0,NULL,NULL
4149,Uitgeverij Atlas; Oog & Blik,4492,159,NULL,NULL,0,NULL,NULL
4150,De Plaatjesmaker,7674,159,NULL,NULL,0,Adresgegevens:De Wittenkade 118HS1051 AL Amsterdam,http://www.deplaatjesmaker.nl/
4151,Titanic Strips,9420,159,NULL,NULL,0,NULL,NULL
4152,VOS Uitgeverij,7565,20,NULL,NULL,0,NULL,NULL
4153,Skyhorse Publishing,9421,225,NULL,NULL,0,NULL,NULL
4154,Arpad Publishing,459,225,1993,1996,0,NULL,NULL
4155,Rijperman Communications B.V.,5326,159,NULL,NULL,0,NULL,NULL
4156,Skoda Man Press,9425,225,2013,NULL,0,NULL,http://www.skodaman.com/
4157,Red Circle Magazines Corp.,78,225,1948,1949,0,NULL,NULL
4158,Teampress uitgevers,9426,159,NULL,NULL,0,Adresgegevens:Postbus 431172504 AC Den Haag,http://www.teampress.nl/
4159,Berlin Story Verlag GmbH,9428,54,NULL,NULL,0,NULL,NULL
4160,Laughing World Publishing Co. Inc.,9427,36,1953,1957,0,NULL,NULL
4161,Motorrijder BVBA,9429,20,NULL,NULL,0,Adresgegevens:Nijverheidsstraat 38020 OostkampBelgië,NULL
4162,Weekbladpers Tijdschriften B.V.,9433,159,NULL,NULL,0,NULL,NULL
4163,Van Wulften BV,5091,159,1983,1985,0,Adresgegevens (1984):Raamstraat 101016 XM Amsterdam,NULL
4164,Espee/van Gennep,9436,159,NULL,NULL,0,NULL,NULL
4165,Store Comics Inc.,51,225,1953,NULL,0,NULL,NULL
4166,Loeb uitgevers bv [Loeb Uitgevers BV],3249,159,NULL,NULL,0,NULL,NULL
4167,Uitgeverij All Books P.V.B.A.,9440,20,1983,1984,0,NULL,NULL
4168,Arboris Dendros BV,3032,159,1982,1982,0,NULL,NULL
4169,De Gooise Uitgeverij,9441,159,NULL,NULL,0,NULL,NULL
4170,88MPH Studios Inc.,7380,36,2004,2004,0,NULL,NULL
4171,Super Comics,278,225,NULL,NULL,0,NULL,NULL
4172,Elmar b.v.,7585,159,1979,1979,0,Gevestigd te Rijswijk.,NULL
4173,Ace Comics,9445,225,2014,NULL,0,NULL,NULL
4174,Creative Publishing International Inc.,9444,225,NULL,NULL,0,NULL,NULL
4175,Great Beast,9446,75,2012,NULL,0,NULL,NULL
4176,Kitchen Sink Comic Inc.,349,225,1983,1983,0,NULL,NULL
4177,Bert Meppelink,9447,159,NULL,NULL,0,Adresgegevens:M. A. De Ruyterstraat 497942 VJ Meppel,NULL
4178,Νέα Ακτίνα ΑΕ,7912,86,NULL,2013,0,Διεύθυνση: Φραγκοκλησιάς 7 151 25 ΜαρούσιΕκδότης: Χρήστος Τερζόπουλος,NULL
4179,Aubert & Cie,9449,72,1829,NULL,0,NULL,NULL
4180,Chaos! Comics and Gareb Shamus Enterprises Inc. DBA Wizard Press,2673,225,1997,1997,0,NULL,NULL
