id,name,country_id,year_began,year_ended,notes,url
1,Roberts Brothers Boston,225,1867,NULL,NULL,NULL
2,Sampson Low Son and Marston Milton House; Leighton Bros.,75,1868,1953,NULL,NULL
3,C.A. Jackson & Co.; Donaldson Brothers,225,1870,NULL,NULL,NULL
4,Chatto & Windus,225,1870,NULL,NULL,NULL
5,Mr. John Rickaby; Strobridge Lith Co,225,1870,NULL,NULL,NULL
6,Rising Sun Stove Polish; Donaldson Brothers,225,1870,NULL,NULL,NULL
8,D. Appleton & Co.,225,1831,1973,NULL,NULL
9,Arm & Hammer Brand,225,1880,NULL,NULL,NULL
10,R. Worthington,225,1880,NULL,NULL,NULL
11,Geo. M. Hayes; Bradley & Alling Printers,225,1882,NULL,NULL,NULL
12,Robert Brothers; University Press: John Wilson and Son,225,1883,NULL,NULL,NULL
13,Geo. M. Hayes,225,1883,NULL,NULL,NULL
14,Hiscox & Co.; Giles Lith. Co.,225,1886,NULL,NULL,NULL
15,Paquet & Co.,225,1888,NULL,NULL,NULL
16,Keppler & Schwarzmann; Press of Puck,225,1889,NULL,NULL,NULL
17,Frederick Warne & Co.,75,1865,NULL,The company was founded in 1865 by a bookseller turned publisher who gave his own name to the firm. The new venture replaced an earlier association between Warne and George Routledge who also went on to found his own publishing company.In 1983 Frederick Warne was acquired by Penguin Books.,http://www.penguin.com/meet/publishers/frederickwarne/
18,Howard Ainslee & Co.,225,1897,NULL,NULL,NULL
19,Frederick A. Stokes,225,1898,NULL,NULL,NULL
20,McCormick Press,225,1900,NULL,NULL,NULL
21,Ringen Stove Co.; Kaufmann & Strauss Co.,225,1900,NULL,NULL,NULL
22,A.C. McClurg & Co.,225,1903,NULL,NULL,NULL
23,The Graphic,75,1903,NULL,"The Graphic Office 190 Strand London W.CAddress from cover of ""A Phil May Medley""",NULL
24,Brown Shoe Co.,225,1904,NULL,NULL,NULL
25,Buster Brown Stocking Company,225,1904,NULL,NULL,NULL
26,Pond's Extract Co.,225,1904,NULL,NULL,NULL
27,Star Publications,225,1949,1954,Star published a line of coloring books in comic book format (The Star Coloring Book of...) but they consist of full-page drawings with no word balloons and no narrative so they do not qualify for inclusion in the database (August 2008).,NULL
28,Nox'Em All Shoes; Kaufmann & Strauss Co.,225,1906,NULL,NULL,NULL
29,"T. Hersom & Co.'s ""Best"" Soap and Italian Sapone; Kaufmann & Strauss Co.",225,1906,NULL,NULL,NULL
30,Thompson & Thomas,225,1906,NULL,NULL,NULL
31,Cupples & Leon,225,1902,1956,Cupples & Leon was founded in 1902 by Victor I. Cupples (1864-1941) and Arthur T. Leon (1867-1943). They left the comic strip reprint field in 1934.The Platt & Munk publishing firm acquired Cupples & Leon in 1956.,NULL
32,M. A. Donohue & Co.,225,1908,NULL,NULL,NULL
33,W. R. Allman,225,1910,NULL,NULL,NULL
34,Lowman & Hanford Co.,225,1911,NULL,NULL,NULL
35,Ball Publishing,225,1910,NULL,NULL,NULL
36,Kellogg Toasted Cornflake Co.,225,1912,NULL,NULL,NULL
37,P. F. Volland Company,225,1919,NULL,NULL,NULL
38,Stars and Stripes,225,1919,NULL,NULL,NULL
39,Hotel Rueger; Dietz Printing,225,1920,NULL,NULL,NULL
40,Old Gold Cigarettes,225,1927,NULL,NULL,NULL
41,Unknown publisher (Unknown Country),249,NULL,NULL,Intended to be used for books that contain no information at all about the publisher or creator or country of origin.,NULL
42,The Century Co,225,1924,NULL,NULL,NULL
43,Doubleday,225,1897,1988,Founded in 1897 as Doubleday & McClure Company Doubleday encompasses many publisher names and imprints.  In 1900 the company became Doubleday Page & Company; in 1927 Doubleday merged with George H. Doran Company creating Doubleday Doran; the business became known as Doubleday & Company in 1946.Anchor Books was launched as a paperback imprint in 1953 and Image was added as a line of religious trade paperbacks soon after. Doubleday was sold to Bertelsmann AG a Germany-based worldwide communications company in 1986. In 1988 it became part of the Bantam Doubleday Dell Publishing Group ,http://www.randomhouse.com/doubleday/history/
44,Southwest Press,225,1928,NULL,NULL,NULL
45,Association Against the Prohibition Amendment,225,1930,NULL,NULL,NULL
46,Editions du Petit Vingtième,20,1930,NULL,NULL,NULL
47,Jos. J. Frisch,225,1931,NULL,NULL,NULL
49,Democratic National Committee,225,1932,NULL,NULL,NULL
50,Charlton,225,1933,1995,Charlton began in 1933 with Hit Parader magazine publishing song lyrics. Charlton Comics published comics from 1944 - 1987. The last of the magazines were published in the mid-1990s.,NULL
51,Eastern Color,225,1933,1956,NULL,NULL
52,Casterman,20,1934,NULL,NULL,http://www.casterman.com/
54,DC,225,1935,NULL,"The company commonly referred to as ""DC"" has a somewhat complex beginning.  Its earliest predecessor was founded by Major Malcolm Wheeler-Nicholson as National Allied Publications Inc.  Eventually circumstances led Wheeler-Nicholson to form a partnership with printer Harry Donenfeld and eventually accountant Jack Liebowitz to produce his third title Detective Comics.  This partnership was Detective Comics Inc. and was the first direct corporate predecessor of today's DC.By 1938 mounting debts forced Wheeler-Nicholson to sell his share of Detective Comics Inc. and then to declare bankruptcy losing control of his own Nicholson Publishing Co. Inc. the final direct successor to National Allied.  Donenfeld Liebowitz and Donenfeld's silent partner Paul Sampliner promptly bought Nicholson Publishing's two titles at bankruptcy auction and transferred them over to Detective Comics Inc.Later Max Charles Gaines would partner with Liebowitz to start up All-American Comics sharing distribution and staff with Donenfeld's operation.  Except for issues cover-dated 1945 All-American books would share the same logos and branding as Detective Comics Inc. and its corporate siblings.  For 1945 All-American behaved more as a separate publisher.  Also during that year Gaines published his first title using Educational Comics Inc. as the publishing company with an ""EC"" logo.  By the end of the year Gaines sold his share of All-American back to Liebowitz and Donenfeld and went on to build EC into a separate company.Eventually Donenfeld and Liebowitz consolidated all of their companies including those from All-American into National Comics Publications Inc.  Prior to that consolidation the companies group as follows:Owned solely by Major Malcolm Wheeler-Nicholson:* National Allied Publications Inc. (1935)* National Allied Newspaper Syndicate Inc. (1935 - 1936)* More Fun Magazine Inc. (1936)* Nicholson Publishing Co. Inc. (1936 - 1938)A few issues were published by ""A.I. Menin rec. Nicholson Publishing Co. Inc."" during the bankruptcy proceedings in 1938.Owned by Donenfeld Liebowitz and/or Sampliner (Detective Comics Inc. was initially co-owned by Wheeler-Nicholson and Liebowitz but the former was forced out in 1938):* Detective Comics Inc. (1937 - 1947)* Superman Inc. (1940 - 1947)* World's Best Comic Company (1941 - 1947)* Tilsam Publications (1943 - 1948)All-American companies under M. C. Gaines and Jack Liebowitz:* All-American Comics Inc. (1939 - 1946)* Jolaine Publications Inc. (1941 - 1946)* J. R. Publishing Co. (1941 - 1947)* Gainlee Publishing Co. (1942 - 1946)* Wonder Woman Publishing Co. Inc. (1942 - 1947)",http://www.dccomics.com/
58,Centaur,225,1938,1942,"Centaur consisted of Centaur Publications Inc. and the Comics Corporation of America.  Comics published by both of these publishers were advertised together and referred to as being published by the ""Centaur Group"" in those ads.Several additional companies have historically been lumped under ""Centaur"" on the grounds that the titles they published were later purchased and continued by Centaur Publications Inc.  The earliest of these were the Comics Magazine Company Inc. and Chesler Publications Inc. both of which sold titles to Ultem Publications Inc.  Many sources include these predecessors as Centaur issues but the companies are all distinct.Ultem in turn sold all four of their titles to Joseph Hardie and Raymond Kelly's Centaur Publications Inc. which had been publishing pulp magazines since at least 1933.  Centaur used these to begin their comic book line and also drew on the back inventory of stories to fill out the early issues of their new titles with reprints.  Comic Corporation of America began with Amazing Man Comics in 1939 but did not add other titles until after Centaur Publications Inc. had ceased production at the end of 1940.By many accounts Centaur's titles suffered from poor distribution and as the U. S. was drawn into World War II they ceased publication.  Some of their final issues were projects for the Chicago Mail Order Co.  ""C-M-O Comics"" was published for them (but not by the Chicago Mail Order Co. contrary to some sources) while Liberty Guards Comics may have been published directly by the Chicago Mail Order Co.  Even less is known about a third possible CMO-related title Khaki Komics.  All of these issues except possibly Khaki Komics may have been published later in 1942 than the last regularly dated titles.Comic Corporation of America continued on as a publisher of non-comics titles.  Two other Hardie / Kelly companies Harle Publications Inc. (seen in the statement of ownership of Funny Picture Stories v3#1) and H-K Publications Inc. would publish a few comics in the 1950's but mostly published other sorts of magazines.Other Hardy / Kelly publishers:Harle Publications: http://www.comics.org/publisher/2596/H-K Publications: http://www.comics.org/publisher/4030/Publishers who published titles that Centaur later bought:Ultem: http://www.comics.org/publisher/7631/Chesler: http://www.comics.org/publisher/112/Comics Magazine Company: http://www.comics.org/publisher/7628/",NULL
60,David McKay,225,1931,NULL,NULL,NULL
61,Dell,225,1929,1988,"Info for Dell in the early years:Dell Publishing Co. 100 Fifth Avenue New York NY;Harry Steeger (editor);Abril Lamarque (comic art editor);Edythe Seims (assistant editor);George T. Delacorte Jr. (managing editor).(Information from ""The American Comic Book: The Evolutionary Era 1884-1939"" by Denis Gifford.)Dell was founded in 1921 and first published comics with the original 1929-30 run of ""The Funnies"" which looked like a newspaper insert but was distributed on newsstands.  Eastern Color Printing Company was involved with several of Dell's earliest comic book ventures although the exact nature of each partnership is not always clear.  Later Dell worked closely with Western to produce a line a comics before Dell produced a line of comics wholly on their own for about a decade. The company's comic book division folded in 1973 although Dell continued to publish the occasional book with comics content including newspaper strip collections.  Dell became part of Bantam Doubleday Dell (http://www.comics.org/publisher/5554/) in 1988 ceasing to exist as an independent company.Dell's first three regular titles -- Popular Comics (February 1936) The Funnies (October 1936) and The Comics (March 1937) -- were packaged and printed by M.C. Gaines at the McClure Syndicate offices. These followed Gaines' early format for Famous Funnies by using newspaper-strip reprints.Around 1936 Dell started to work with Western (also known as Western Printing and Lithographing Company a Racine Wisconsin firm) first using Western's plant in Poughkeepsie New York as their printer.  Dell turned over production duties on Popular Comics and The Funnies to Western in 1939. In 1944 they formalized their arrangement with Dell financing the comics and Western providing the editorial work and the printing. Western retained complete control over select titles such as Red Ryder and Walt Disney's Comics and Stories though even those titles carried the Dell emblem after 1948.(Some of the information for the above from Funnybooks: The Improbable Glories of the Best American Comic Books by Michael Barrier and Mark Evanier's ""News from Me"" blog [http://www.newsfromme.com/iaq/iaq07/])*******  ""© Robert S. Callender"" Explained  *******When Western Printing produced comic book content that was not a licensed property it was copyrighted in the name of Robert S. Callender (or sometimes Oscar Lebeck e.g. Animal Comics a Lebeck project). Callender was not the writer. He was Western Printing's copyright holder.Robert S. (Bob) Callender b. 1913 youngest child of Gene Callender of Racine Wisconsin society was an executive at Western Printing. On Oct. 9 1937 Mr. Callender married Wynnefred Wadewitz b. 1916 daughter of Edward H. Wadewitz.Robert S. Callender's father-in-law Edward H. Wadewitz had risen by initiative to be the secretary treasurer and general manager of the Western Printing & Lithographing Company: he was a moving spirit in the development enlargement and control of that undertaking.Robert S. Callender (Mr. Wadewitz's son-in-law) was the Managing Editor and Business Manager for Whitman Publishing Co. Poughkeepsie N.Y. owned by Western Printing and Lithographing Company of Poughkeepsie N.Y.",NULL
64,United Features,225,1936,NULL,NULL,NULL
67,Quality Comics,225,1937,1956,NULL,NULL
69,Evaporated Milk Association,225,1932,NULL,Evaporated Milk Association 203 North Wabash Avenue Chicago Ill.,NULL
70,Fiction House,225,1938,1954,NULL,NULL
71,Archie,225,1939,NULL,NULL,NULL
72,Better,225,1939,1955,NULL,NULL
74,Fox,225,1939,1951,"Actual years of activity were mid-1939 to early 1942 (mostly as Fox Publications inc.) and mid-1944 to 1951 (mostly as Fox Feature Syndicate Inc.) with ""Blue Beetle"" being published by Holyoke Publishing Co. Inc. in the interim.  1944 and to a lesser extent 1945 saw a great deal of activity through surrogate publishers mostly in the form of giant-size (128 or 196 page) issues alongside the return of an actual Fox publishing company.",NULL
75,Gulf Oil Company,225,1939,NULL,NULL,NULL
76,Harvey,225,1939,1994,In 1949-1952 Don Heck worked in production cutting and pasting strips for re-publication in the comic book format and doing art corrections.,NULL
77,Lev Gleason,225,1939,NULL,NULL,NULL
78,Marvel,225,1939,NULL,NULL,http://marvel.com
84,Ace Magazines,225,1940,1956,NULL,NULL
86,Columbia,225,1940,1949,NULL,NULL
88,Fawcett,225,1940,NULL,NULL,NULL
89,Hawley,225,1940,NULL,Hawley was connected to Whitman and also produced the Zane Grey pulp for Dell.Sky Blazer #2 has ads for Dell's Crackajack Funnies and Super Comics.,NULL
91,Hillman,225,1940,1953,NULL,NULL
92,Holyoke,225,1942,1948,"Holyoke was originally a printer and was owned by Sherman Bowles.  It became a publisher by taking over both titles published by Frank Z. Temerson's Helnit Publishing Co.  Helnit's editorial staff (most notably principal artist Charles Quinlan) came with the titles and continued to produce both books.  Slightly later Holyoke also acquired Blue Beetle from the now-defunct Fox Publications and continued it with slightly different contents some produced by the editorial staff inherited from Helnit.  Holyoke lost the Helnit books after cover date January 1943.  Temerson would resume publishing them himself several months later.  They retained Blue Beetle until 1944 at which point Victor Fox regained control of Blue Beetle through court action.  Holyoke essentially relaunched the series two months later as Sparkling Stars consisting of Blue Beetle's backup features which had never been published by Fox.The so-called ""Holyoke One-Shots"" are included here mostly by convention.  They are really repackaging of early Temerson material (from Helnit Tem and possibly other companies).  They have absolutely no title printing publication or copyright information printed on them and may well have been produced by someone other than either Temerson or Holyoke.  However Mike Tiefenbacher pinned the name on them several decades ago and it has stuck.  The two ""Veri Best"" titles are also unconfirmed as Holyoke but at least one of them seems to reprint Holyoke material.Site visitors may also want to look at the publisher entry for Temerson / Helnit / Continental which goes into more detail about those companies and several others that were or were thought to be related to Temerson and Holyoke:http://www.comics.org/publisher/129/This essay built on research by Frank Motler Bob Hughes Jim Vadeboncoeur Jr. Hames Ware Henry Andrews and other GCD and Digital Comic Museum contributors.",NULL
94,Hyper Publications,225,1940,NULL,NULL,NULL
95,Komos Publications,225,1940,1940,NULL,NULL
100,Novelty / Premium / Curtis,225,1940,1949,NULL,NULL
101,Pelican Publications (Funnies Inc.),225,1940,NULL,NULL,NULL
102,Prize,225,1940,1975,Though Prize published its last standard comic in 1963 it continued to publish Sick through 1968 and several gag cartoon magazines into the mid '70s.  It appears Prize may have sold those remaining gag cartoon magazines to Histrionic Publishing though the specifics have yet to be recorded.,NULL
104,Street and Smith,225,1855,1959,Street and Smith was one of the leading publishers of a wide range of magazines dime novels and sports yearbooks. Their pulp magazines included often-reprinted titles such as The Shadow Doc Savage  Astounding Science Fiction and Unknown. They published comic books from 1940 to 1949 some of which were derived from their pulp titles. They were purchased by Conde Nast in 1959 which continued to use the Street and Smith imprint on its sports magazines.,NULL
105,Sun Publications,225,1939,1940,NULL,NULL
108,Townsend National Weekly,225,1940,NULL,NULL,NULL
109,Anglo-American Publishing Company Limited,36,1941,1951,"Address for promotion in November-December 1944 was 172 John Street Toronto Ontario Canada.Address in March 1948 was 3 Beverly Street Toronto Ontario Canada.Address in December 1950 was 2001 Eglinton Ave. East P.O. Box 308 Terminal ""A"" Toronto Ontario Canada.This Canadian publisher is not to be confused with the British Streamline indicia publisher United Anglo-American Book Co. Ltd.",NULL
112,Chesler / Dynamic,225,1937,1946,"Harry ""A"" Chesler (the ""A"" was not a proper initial- supposedly Chesler claimed it stood for ""Anything"") was a comic book packager and publisher.  He operated a packaging studio more or less continuously from the mid-30s through 1953 and at times also operated as a publisher.  He first published two oversize comics Star Comics and Star Ranger as Chesler Publications in 1937.  He sold this venture to Ultem Publications but continued to produce the comics (now normal sized) as well as two additional titles that Ultem had acquired.  All of Ultem's comics were entirely put together by Chesler and continued the trade dress of his early books.After Ultem sold its titles to Centaur Chesler spent the next several years packaging comics for other publishers and selling them individual stories.  One such comic was a 1938 giveaway for Cocomalt which is included here because it has no other publishing information beyond Chesler's copyright.  While some sources list Chesler as publishing or co-owning early Quality Comics issues this is not correct.  At most he supplied them with a few stories.In 1941 Chesler returned as a publisher with Dynamic Publications Inc.  From this point on most of Chesler's comics would be branded with a logo proclaiming them the ""World's Greatest Comics"".  In 1941-1942 this also identified each issue as ""A Dynamic Publication"".  After just over half a year the U. S. was ramping up its involvement in World War II and Dynamic ceased publishing producing a few books through surrogates.The surrogate activity picks up dramatically in 1944 leading into Chesler's third major wave of publishing.  In place of ""A Dynamic Publication"" these had ""Harry ""A"" Chesler Jr."".  Junior however was the son of Chesler the publisher a point of much confusion for latter-day comics researchers.  This period lasted through 1946 after which the ongoing titles were continued in Canada by Superior Publishers through early 1948.  Chesler continued to run his art shop but no longer published his own comics after 1946.Related Publishers:Ultem: http://www.comics.org/publisher/7631/Superior Publishers Limited: http://www.comics.org/publisher/223/",NULL
113,Gilberton,225,1941,1971,NULL,NULL
114,Great Comics Publications,225,1941,1942,NULL,NULL
119,Parents' Magazine Press,225,1941,1965,NULL,NULL
120,Progressive Publishers,225,1941,1942,This Chicago company was published and owned by Virgil D. Angerman (1893 - 1985).  Angerman was also the editor and publisher of Science and Mechanics Publications from 1937 to 1959 and owner up to 1954.  He previously had operated the Franklin Publishing Co.,NULL
126,Catechetical Guild Educational Society,225,1942,NULL,NULL,NULL
129,Temerson / Helnit / Continental,225,1940,1950,"This group of publishers centers around Frank Z. Temerson and includes many that have long been erroneously considered part of Holyoke.  In truth like Victor Fox's pre and post-war companies and the Blue Beetle series Temerson lost control of Cat-Man Comics and Captain Aero Comics to Holyoke and then re-emerged and reclaimed them a year or so later.  The exact relationship between Temerson and Holyoke (formerly just a printer and owned by one Sherman Bowles) remains unclear.  The transfer from Temerson to Holoyoke happened almost without disruption in publication but the return transfer involved a large gap.Temerson had previously been active in comic book publishing in 1937 in partnership with I. W. Ullman under the name Ultem Publications Inc. with Harry ""A"" Chesler serving as editor and content producer.  They soon sold their titles to Centaur Publications and reorganized Ultem as Lex Publications which did not produce comics.Temerson probably resurfaces in 1939 with Brookwood Publishing Co. Inc. which is currently grouped under Harvey as that is where its sole title ultimately ended up.  It shares an editorial address 381 Fourth St. New York N. Y. with his next few companies all of which are found here.  However it's lone title Speed Comics was edited by Maurice Rosenfield nephew of I. W. Ullman so the Temerson connection is unclear.Getting to the more certain Temerson companies Tem Publishing Co. Inc. and Nita Publishing Co. Inc. ran concurrently publishing one title each for a few months in 1940.  Immediately after the last issue from these he began publishing Green Hornet Comics under the name Helnit Publishing Co. Inc. the business name he would use until losing his titles to Holyoke.  All of these exhibit Temerson's fondness for using syllables from his and others names to name companies.  ""Tem"" is obvious but the significance of ""Nit"" and ""Hel"" are not yet known.Note that several other companies ran concurrent with Tem and Nita and were frequently grouped with them (often as Holyoke).  These are all in fact associated with Worth Carnahan and may be found under that publisher.  The error derived from artist Charles Quinlan playing a major role both in Carnahan's companies and then at Helnit and Holyoke and for the coincidental similarity of Temerson's title ""Whirlwind Comics"" (featuring a character named Cyclone) with Carnahan's ""Cyclone Comics"".",NULL
130,Magnolia Petroleum Company; Mobilgas; Mobiloil,225,1943,NULL,NULL,NULL
131,Rand McNally & Company,225,1915,NULL,NULL,NULL
135,Aviation Press,225,1944,NULL,The Aviation Press IncEditorial and executive offices 113 West 42nd Street New York N.Y. Distributor: P.D.C. Editor: F.J. Buse 66 East 78th Street New York City. Managing Editor: E.H. Holmes 113 West 42nd Street New York City. Business Manager: E.H. Holmes 113 West 42nd Street New York CityOwners: C.C. Shepherd River Road Teaneck New Jersey E.F. Kohl 313 East 86th Street New York City F.L. Holmes 216 Hudson Street Ft. Lee New Jersey J.C. Shanklin Ronceverte West Virginia W.K. Houk 647 Anderson Ave. Cliffside Park New Jersey,NULL
136,Consolidated Magazines,225,1944,1946,NULL,NULL
137,Croydon Publishing Co.,225,1944,NULL,NULL,NULL
138,Rural Home,225,1944,NULL,Enwil is never listed as publisher only as copyright holder.  Universal Comics Group is likewise never listed as publisher only as advertising representative.,NULL
140,Four Star Publications,225,1944,1948,NULL,NULL
144,Narrative,225,1944,1944,"Narrative was considered by some to be a ""Holyoke"" publisher but the only connection is through Et-Es-Go / Continental's art director L. B. Cole who packaged material for them.Narrative PublishersAddress: 33 West 42nd St NY 18 NY.No names given.",NULL
145,Magazine Enterprises,225,1943,1958,11 Park Place New York 7 N. Y.,NULL
147,R. B. Leffingwell and Co.,225,1944,1945,NULL,NULL
149,Spark Publications,225,1944,NULL,NULL,NULL
150,Spotlight Publishers [1940s],225,1944,1945,"Spotlight Publishers 2439 Gunnison  Chicago IllinoisIn 1944 Spotlight also served as a ""surrogate"" publisher.  This means that Spotlight had a paper allotment during World War Two and published comics for others who didn't have a big enough paper allotment.  These include Jim Hardy Comics Book (1944 United Features Syndicate)",NULL
152,Cambridge House Publishers,225,1945,1945,NULL,NULL
153,E. R. Ross Publishing Co.,225,1945,1945,"E.R. Ross Publishing Co. was named for Edith Roberta ""Bobbie"" Ross.",NULL
157,Gerona,225,1945,NULL,NULL,NULL
159,Gerona; Special Action Comics,225,1945,NULL,NULL,NULL
160,Gerona; Top Spot Publishing Co.,225,1945,NULL,NULL,NULL
161,Great American Comics; Peter George Four Star Publication; American Features Syndicate,225,1945,NULL,NULL,NULL
163,McCay Features Syndicate,225,1945,NULL,NULL,NULL
164,Sergio Bonelli Editore,106,1945,NULL,NULL,http://www.sergiobonelli.it/
165,Stabur Press,225,1945,NULL,NULL,NULL
169,EC,225,1945,NULL,NULL,NULL
170,George A. Pflaum,225,1946,NULL,NULL,NULL
172,Gerona; Jay Burtis,225,1946,NULL,NULL,NULL
176,O. W. Comics Corp.,225,1946,NULL,NULL,NULL
177,Regor Company,225,1946,NULL,NULL,NULL
181,Orbit-Wanted,225,1945,1955,Collecting the various titles and publishers connected to Ray R. Hermann.,NULL
183,Sig Feuchtwanger,225,1947,1947,NULL,NULL
185,American Comics Group,225,1943,1978,The American Comics Group from 1946 to 1953 was co-owned by Fred Iger who also owned part of National Periodical Publications. Iger was sole owner from 1953 to the early 1960s when Harry Donenfeld became co-owner. They were distributed by Independent News Co. which was a sister company to DC comics.In 1967 the line of newsstand titles was cancelled but the Custom Comics part of the business lasted until at least the late seventies.,NULL
192,T. V. Boardman,75,1948,1961,Founded by Thomas Volney Boardman the company published a wide array of material including reprinted material from the United States.,NULL
194,Victoria Publishing Company,225,1948,NULL,NULL,NULL
195,Army Times,225,1949,NULL,NULL,NULL
196,Arnoldo Mondadori Editore,106,1949,NULL,NULL,http://www.librimondadori.it/
197,Avon,225,1945,1955,Avon Publications Inc. was an independent publisher from 1941 to June 1959 when it was bought by the Hearst Corporation.   Joseph Myers was the owner-publisher.  Their comics were distributed by ANC (American) up to 1952 and by Hearst after that.   As of 2016 Avon still exists as a division of a larger publisher.,NULL
198,Cross Publications,225,1949,1953,NULL,NULL
201,Toby,225,1949,1955,Shared address with the publisher Graphic Information Service Inc:http://www.comics.org/publisher/3923/17 East 45th Street NY17,NULL
202,Youthful,225,1949,1954,NULL,NULL
207,Mershaw Publishing Corporation [Westinghouse publishers??],225,1950,NULL,NULL,NULL
208,Paul Facchetti Publications Paris,225,1950,NULL,NULL,NULL
209,Trojan Magazines,225,1950,1955,NULL,NULL
212,Ziff-Davis,225,1950,NULL,Ziff-Davis Publishing Company,NULL
216,Columbia University Press; Harvey Publications,225,1951,1951,Produced for the Communication Materials Center Columbia University Press by Information Comics Division Harvey Publications Inc.,NULL
217,Decker,225,1957,1957,NULL,NULL
218,Master Comics,225,1951,1955,NULL,NULL
219,Media,225,1951,1952,NULL,NULL
220,St. John,225,1947,1958,See also Flying Cadet for which Archer St. John was listed at various times as editor publisher and owner:http://www.comics.org/publisher/3076/,NULL
222,Story Comics,225,1951,1955,NULL,NULL
223,Superior Publishers Limited,36,1945,1956,A Canadian publisher who mostly reprinted American comics from the same time period. Also published a number of original series that were distributed in the United States. One of the last surviving Canadian Golden-age publishers.Fiction House: For earlier issues of the series reprinted by Superior see the publisher Publications Services Limited. Issues from Superior tend to have the same numbers as the comics they are reprinting issues from PSL tended to have been renumbered to start from issue 1. There is also a single issue reprinted in Canada by The American News Company that is earlier than both the PSL and Superior issues.EC Comics: Some of the issue numbers on Canadian titles where the numbering was restarted on the American series don't match.,NULL
225,United States Treasury,225,1951,NULL,NULL,NULL
226,Farrell,225,1951,1958,This master publisher collects the various titles published by Robert W. Farrell under a variety of indicia publishers and brands.  See also Four Star Publications.,NULL
236,Comic Media,225,1950,1954,NULL,NULL
242,Remington Arms Company Inc.; Dupont,225,1952,NULL,NULL,NULL
251,Ballantine Books,225,1952,1973,Ballantine began as publisher of newsstand-size paperbacks low-priced for mass-market sales often simultaneously released alongside the hardcover versions of the same works released by other publishers.In 1973 Ballantine was acquired and became a division of Random House.,NULL
252,Stanley Morse,225,1951,1972,This master publisher collects the various publishing outfits associated with Stanley P. Morse.Address:175 Fifth Avenue NY NY.1955: 261 Fifth Avenue NY NY.Owners: Stanley P MorseMichael MorseGilbert Singer,NULL
254,Premier Magazines,225,1954,NULL,Owner S M. Wind.  Business Manager Lew Stricoff.11 East 44th St. New York NY.,NULL
255,Sterling,225,1954,NULL,NULL,NULL
256,A.Teeuwen Holland (ATH),159,1955,NULL,NULL,NULL
262,Fuller,225,1955,1955,NULL,NULL
263,US Pictorial,225,1955,1955,Created by the former owners of Toby Press (the Capp brothers) after they sold Toby Press.,NULL
264,Argo Publications,225,1956,NULL,NULL,NULL
265,Arédit-Artima,72,1956,1987,Initially a publisher of picture and coloring books Artima began to publish comics in the 1950's.  In 1962 while in financial difficulty the company was purchased by Presses de la Cité which renamed it Arédit from a former short-lived imprint and publication continued through 1987 using both the Arédit and Artima names.,NULL
269,Fellowship of Reconciliation,225,1956,NULL,NULL,NULL
270,K. G. Murray,14,1936,1982,K.G. Murray is most known for its extensive DC reprint comics. Kenneth G. Murray published his first magazine the quality MAN in 1936 forming a publishing empire that dominated the Australian industry for decades. Murray's first comics in 1946 were original Australian work but soon reprint material from the US (and later other countries) dominated. The organisation was initially composed of a range of jointly owned companies (such as Man Magazine Pty Ltd Cavalcade Magazine Pty Ltd and Australian House and Garden Magazine Pty Ltd) with comics primarily published by Colour Comics Pty Ltd. In 1951 all shares in the companies were acquired by Publishers Holdings Ltd a name that never appears in the comics. On 1 February 1972 Kenneth Murray retired as Managing Director while remaining on the Board until 1974. On 30 June 1973 Australian Consolidated Press Ltd completed an acquisition and took control of the company. ACP continued producing comics until 1982 initially as The K. G. Murray Publishing Company and later as Murray Publishers Pty. Ltd.,NULL
271,Republican National Congressional & Senatorial Committees; Graphic Information Service,225,1956,NULL,NULL,NULL
273,Chicago Roller Skates,225,1957,NULL,NULL,NULL
274,Fago Magazines,225,1958,1959,Al Fago publishing endeavor,NULL
276,Atlas Publishing,75,1951,1963,NULL,NULL
278,I. W. Publishing; Super Comics,225,1958,1964,I.W. Publications (1958-1964) was part of I.W. Enterprises and named for the company's owner Israel Waldman. Reportedly Waldman came into possession of a printing company and among the assets were the production materials for several hundred comic books previously published by various publishers as well as a limited amount of previously unpublished material. Waldman equated possession of production materials as the right to reprint and I.W. became notable for publishing unauthorized reprints of other company's comics often with new covers as Waldman's windfall did not often include the production materials for covers. The later half of the company's existence it published comics under the Super Comics name. Usually these companies were out of business but not always.,NULL
279,Warren,225,1958,NULL,NULL,NULL
282,New American Library,225,1948,NULL,NULL,http://www.us.penguingroup.com/static/pages/publishers/adult/nal.html
